%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1430081535578360763,14,1430081535575616555,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0170447508503,0.0138488600659,-0.0202406416347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.921170690023,9.40311899167,2.02657551805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081575578365643,15,1430081575575606268,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0175773993144,0.0138488600659,-0.0202406416347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.911600085452,9.4772911771,1.97632984405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081615578331398,16,1430081615575609606,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0191753447066,0.014914156994,-0.0181100477784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.921170690023,9.49164708396,2.07442854091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081655578281569,17,1430081655575570777,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0213059385628,0.0117182662096,-0.0181100477784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.870925016022,9.46772057253,1.97393719291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081695578687741,18,1430081695575619824,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0170447508503,0.0122509146736,-0.0191753447066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.933133945738,9.4605426191,1.98350779748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081735578255204,19,1430081735575605454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0191753447066,0.00852237542514,-0.0191753447066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.875710318308,9.45814996796,2.10792565691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081775579029375,20,1430081775575608667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0181100477784,0.014914156994,-0.0175773993144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.921170690023,9.4772911771,2.03853877377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081815578384338,21,1430081815575615005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0191753447066,0.0133162116018,-0.0165121023862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.835035248878,9.51318094424,2.03136082034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081855578367760,22,1430081855575614176,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0181100477784,0.0122509146736,-0.0181100477784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.947489852596,9.46772057253,2.05767998291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081895578431931,23,1430081895575702764,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0202406416347,0.0133162116018,-0.00905502388921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.930741294595,9.43183080538,2.03375347148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081935578361811,24,1430081935575619519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0197079931706,0.0133162116018,-0.0175773993144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.890066225166,9.50361033967,2.04332407605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430081975578324607,25,1430081975575625274,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0213059385628,0.0143815085299,-0.0202406416347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.899636829737,9.46772057253,2.07682119205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430082015578396779,26,1430082015575636320,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0191753447066,0.0133162116018,-0.0191753447066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.933133945738,9.4605426191,2.02896816919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430082055578702075,27,1430082055575633908,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0197079931706,0.0122509146736,-0.0207732900988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.937919248024,9.49164708396,2.05050202948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430082095580655080,28,1430082095575614372,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0165121023862,0.0133162116018,-0.0191753447066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.937919248024,9.51557359539,2.08160649434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
